qi	z3,z4,z6,z7	rank	graph_sigma	n_classes	min_n_good	argmin_z2,z5,z8	n_fallback	n_unsaturated
480	1,21,17,0	2	0	19683	253	24,24,18	0	0
481	1,22,17,0	2	0	19683	255	18,6,20	0	0
482	1,23,17,0	2	0	19683	254	7,5,15	0	0
483	1,24,17,0	2	0	19683	252	25,3,20	0	0
484	1,25,17,0	2	0	19683	259	23,3,26	0	0
485	1,26,17,0	2	0	19683	256	22,22,19	0	0
486	1,0,18,0	1	0	19683	256	7,3,8	0	0
487	1,1,18,0	2	0	19683	255	25,14,24	0	0
488	1,2,18,0	2	0	19683	254	8,2,12	0	0
489	1,3,18,0	2	0	19683	255	19,24,25	0	0
490	1,4,18,0	2	0	19683	255	13,6,6	0	0
491	1,5,18,0	2	0	19683	259	24,13,7	0	0
492	1,6,18,0	2	0	19683	252	15,20,16	0	0
493	1,7,18,0	2	0	19683	256	1,20,23	0	0
494	1,8,18,0	2	0	19683	254	6,20,1	0	0
495	1,9,18,0	2	0	19683	259	17,12,17	0	0
496	1,10,18,0	2	0	19683	252	1,13,15	0	0
497	1,11,18,0	2	0	19683	255	11,7,26	0	0
498	1,12,18,0	2	0	19683	259	7,20,8	0	0
499	1,13,18,0	2	0	19683	269	1,1,21	0	0
500	1,14,18,0	2	0	19683	253	14,17,2	0	0
501	1,15,18,0	2	0	19683	259	25,19,21	0	0
502	1,16,18,0	2	0	19683	255	14,26,15	0	0
503	1,17,18,0	2	0	19683	253	26,2,18	0	0
504	1,18,18,0	2	0	19683	256	3,13,21	0	0
505	1,19,18,0	2	0	19683	254	2,12,9	0	0
506	1,20,18,0	2	0	19683	255	26,10,16	0	0
507	1,21,18,0	2	0	19683	253	19,23,10	0	0
508	1,22,18,0	2	0	19683	259	11,18,14	0	0
509	1,23,18,0	2	0	19683	252	3,12,25	0	0
510	1,24,18,0	2	0	19683	256	15,12,14	0	0
511	1,25,18,0	2	0	19683	259	13,8,23	0	0
512	1,26,18,0	2	0	19683	254	14,5,10	0	0
513	1,0,19,0	1	0	19683	256	19,25,23	0	0
514	1,1,19,0	2	0	19683	255	2,18,9	0	0
515	1,2,19,0	2	0	19683	252	22,16,3	0	0
516	1,3,19,0	2	0	19683	259	19,9,23	0	0
517	1,4,19,0	2	0	19683	259	21,16,17	0	0
518	1,5,19,0	2	0	19683	259	20,21,26	0	0
519	1,6,19,0	2	0	19683	256	9,4,26	0	0
520	1,7,19,0	2	0	19683	253	2,24,8	0	0
521	1,8,19,0	2	0	19683	256	22,9,18	0	0
522	1,9,19,0	2	0	19683	255	16,19,7	0	0
523	1,10,19,0	2	0	19683	256	3,16,6	0	0
524	1,11,19,0	2	0	19683	255	20,26,19	0	0
525	1,12,19,0	2	0	19683	269	3,22,26	0	0
526	1,13,19,0	2	0	19683	255	10,8,13	0	0
527	1,14,19,0	2	0	19683	252	3,4,13	0	0
528	1,15,19,0	2	0	19683	259	1,2,18	0	0
529	1,16,19,0	2	0	19683	259	16,6,6	0	0
530	1,17,19,0	2	0	19683	254	6,9,15	0	0
531	1,18,19,0	2	0	19683	254	2,3,4	0	0
532	1,19,19,0	2	0	19683	254	17,4,4	0	0
533	1,20,19,0	2	0	19683	259	26,4,24	0	0
534	1,21,19,0	2	0	19683	253	23,17,21	0	0
535	1,22,19,0	2	0	19683	255	1,14,2	0	0
536	1,23,19,0	2	0	19683	253	10,7,10	0	0
537	1,24,19,0	2	0	19683	254	2,11,21	0	0
538	1,25,19,0	2	0	19683	255	23,23,3	0	0
539	1,26,19,0	2	0	19683	252	9,9,9	0	0
540	1,0,20,0	1	0	19683	256	5,1,20	0	0
541	1,1,20,0	2	0	19683	253	4,24,11	0	0
542	1,2,20,0	2	0	19683	259	21,23,12	0	0
543	1,3,20,0	2	0	19683	254	1,18,18	0	0
544	1,4,20,0	2	0	19683	252	10,11,8	0	0
545	1,5,20,0	2	0	19683	253	13,18,15	0	0
546	1,6,20,0	2	0	19683	255	21,2,9	0	0
547	1,7,20,0	2	0	19683	259	8,14,4	0	0
548	1,8,20,0	2	0	19683	255	15,10,24	0	0
549	1,9,20,0	2	0	19683	254	3,24,6	0	0
550	1,10,20,0	2	0	19683	255	13,7,14	0	0
551	1,11,20,0	2	0	19683	253	15,21,13	0	0
552	1,12,20,0	2	0	19683	256	19,5,25	0	0
553	1,13,20,0	2	0	19683	254	11,11,21	0	0
554	1,14,20,0	2	0	19683	269	10,15,4	0	0
555	1,15,20,0	2	0	19683	252	17,5,14	0	0
556	1,16,20,0	2	0	19683	256	10,20,12	0	0
557	1,17,20,0	2	0	19683	259	9,5,16	0	0
558	1,18,20,0	2	0	19683	255	26,17,3	0	0
559	1,19,20,0	2	0	19683	259	26,8,25	0	0
560	1,20,20,0	2	0	19683	252	19,20,24	0	0
561	1,21,20,0	2	0	19683	255	4,19,8	0	0
562	1,22,20,0	2	0	19683	256	17,11,4	0	0
563	1,23,20,0	2	0	19683	259	25,11,1	0	0
564	1,24,20,0	2	0	19683	259	5,20,20	0	0
565	1,25,20,0	2	0	19683	254	4,22,15	0	0
566	1,26,20,0	2	0	19683	255	8,26,22	0	0
567	1,0,21,0	1	0	19683	256	18,9,19	0	0
568	1,1,21,0	2	0	19683	255	2,23,16	0	0
569	1,2,21,0	2	0	19683	252	25,13,4	0	0
570	1,3,21,0	2	0	19683	259	22,24,18	0	0
571	1,4,21,0	2	0	19683	259	21,16,26	0	0
572	1,5,21,0	2	0	19683	259	24,13,14	0	0
573	1,6,21,0	2	0	19683	253	2,19,7	0	0
574	1,7,21,0	2	0	19683	256	25,16,23	0	0
575	1,8,21,0	2	0	19683	256	16,5,18	0	0
576	1,9,21,0	2	0	19683	255	17,7,9	0	0
577	1,10,21,0	2	0	19683	252	4,5,9	0	0
578	1,11,21,0	2	0	19683	269	4,25,18	0	0
579	1,12,21,0	2	0	19683	259	1,2,23	0	0
580	1,13,21,0	2	0	19683	259	13,8,8	0	0
581	1,14,21,0	2	0	19683	254	7,6,1	0	0
582	1,15,21,0	2	0	19683	255	22,18,21	0	0
583	1,16,21,0	2	0	19683	255	13,21,6	0	0
584	1,17,21,0	2	0	19683	256	4,13,8	0	0
585	1,18,21,0	2	0	19683	252	16,16,16	0	0
586	1,19,21,0	2	0	19683	254	2,15,24	0	0
587	1,20,21,0	2	0	19683	255	26,26,4	0	0
588	1,21,21,0	2	0	19683	254	14,5,5	0	0
589	1,22,21,0	2	0	19683	259	18,5,19	0	0
590	1,23,21,0	2	0	19683	254	2,4,5	0	0
591	1,24,21,0	2	0	19683	253	26,14,24	0	0
592	1,25,21,0	2	0	19683	255	1,10,2	0	0
593	1,26,21,0	2	0	19683	253	17,6,17	0	0
594	1,0,22,0	1	0	19683	256	3,1,22	0	0
595	1,1,22,0	2	0	19683	253	5,19,15	0	0
596	1,2,22,0	2	0	19683	259	24,26,11	0	0
597	1,3,22,0	2	0	19683	253	9,23,12	0	0
598	1,4,22,0	2	0	19683	254	1,23,23	0	0
599	1,5,22,0	2	0	19683	252	17,15,7	0	0
600	1,6,22,0	2	0	19683	259	7,10,5	0	0
601	1,7,22,0	2	0	19683	255	12,17,19	0	0
602	1,8,22,0	2	0	19683	255	24,2,16	0	0
603	1,9,22,0	2	0	19683	254	11,24,14	0	0
604	1,10,22,0	2	0	19683	269	14,11,20	0	0
605	1,11,22,0	2	0	19683	256	21,3,20	0	0
606	1,12,22,0	2	0	19683	252	14,3,10	0	0
607	1,13,22,0	2	0	19683	256	17,22,11	0	0
608	1,14,22,0	2	0	19683	259	16,3,13	0	0
609	1,15,22,0	2	0	19683	253	12,24,9	0	0
610	1,16,22,0	2	0	19683	254	4,19,8	0	0
611	1,17,22,0	2	0	19683	255	9,6,10	0	0
612	1,18,22,0	2	0	19683	255	7,18,25	0	0
613	1,19,22,0	2	0	19683	259	3,22,22	0	0
614	1,20,22,0	2	0	19683	254	5,25,12	0	0
615	1,21,22,0	2	0	19683	259	18,7,20	0	0
616	1,22,22,0	2	0	19683	252	21,22,19	0	0
617	1,23,22,0	2	0	19683	255	18,14,4	0	0
618	1,24,22,0	2	0	19683	255	5,21,7	0	0
619	1,25,22,0	2	0	19683	256	14,15,5	0	0
620	1,26,22,0	2	0	19683	259	20,15,1	0	0
621	1,0,23,0	1	0	19683	256	6,4,7	0	0
622	1,1,23,0	2	0	19683	255	20,10,19	0	0
623	1,2,23,0	2	0	19683	254	7,2,11	0	0
624	1,3,23,0	2	0	19683	259	19,9,6	0	0
625	1,4,23,0	2	0	19683	255	21,19,20	0	0
626	1,5,23,0	2	0	19683	255	9,8,8	0	0
627	1,6,23,0	2	0	19683	256	1,22,26	0	0
628	1,7,23,0	2	0	19683	254	8,22,1	0	0
629	1,8,23,0	2	0	19683	252	12,22,13	0	0
630	1,9,23,0	2	0	19683	269	1,1,24	0	0
631	1,10,23,0	2	0	19683	253	10,14,2	0	0
632	1,11,23,0	2	0	19683	259	6,22,7	0	0
633	1,12,23,0	2	0	19683	259	20,21,24	0	0
634	1,13,23,0	2	0	19683	255	10,18,12	0	0
635	1,14,23,0	2	0	19683	253	18,2,23	0	0
636	1,15,23,0	2	0	19683	255	15,6,18	0	0
637	1,16,23,0	2	0	19683	259	14,11,14	0	0
638	1,17,23,0	2	0	19683	252	1,9,12	0	0
639	1,18,23,0	2	0	19683	254	10,3,17	0	0
640	1,19,23,0	2	0	19683	256	12,11,10	0	0
641	1,20,23,0	2	0	19683	259	9,7,26	0	0
642	1,21,23,0	2	0	19683	254	2,11,16	0	0
643	1,22,23,0	2	0	19683	255	18,17,13	0	0
644	1,23,23,0	2	0	19683	256	4,9,24	0	0
645	1,24,23,0	2	0	19683	253	21,26,17	0	0
646	1,25,23,0	2	0	19683	259	15,23,10	0	0
647	1,26,23,0	2	0	19683	252	4,11,20	0	0
648	1,0,24,0	1	0	19683	256	19,12,10	0	0
649	1,1,24,0	2	0	19683	255	2,26,13	0	0
650	1,2,24,0	2	0	19683	252	20,9,5	0	0
651	1,3,24,0	2	0	19683	259	19,9,10	0	0
652	1,4,24,0	2	0	19683	259	25,19,23	0	0
653	1,5,24,0	2	0	19683	259	24,13,18	0	0
654	1,6,24,0	2	0	19683	256	20,13,26	0	0
655	1,7,24,0	2	0	19683	256	13,3,23	0	0
656	1,8,24,0	2	0	19683	253	2,21,6	0	0
657	1,9,24,0	2	0	19683	259	9,7,7	0	0
658	1,10,24,0	2	0	19683	254	6,8,1	0	0
659	1,11,24,0	2	0	19683	259	1,2,26	0	0
660	1,12,24,0	2	0	19683	255	25,23,24	0	0
661	1,13,24,0	2	0	19683	255	9,24,8	0	0
662	1,14,24,0	2	0	19683	256	5,9,7	0	0
663	1,15,24,0	2	0	19683	269	5,20,23	0	0
664	1,16,24,0	2	0	19683	255	14,6,16	0	0
665	1,17,24,0	2	0	19683	252	5,3,16	0	0
666	1,18,24,0	2	0	19683	253	14,8,14	0	0
667	1,19,24,0	2	0	19683	253	18,10,19	0	0
668	1,20,24,0	2	0	19683	255	1,17,2	0	0
669	1,21,24,0	2	0	19683	254	2,12,19	0	0
670	1,22,24,0	2	0	19683	255	18,18,5	0	0
671	1,23,24,0	2	0	19683	252	13,13,13	0	0
672	1,24,24,0	2	0	19683	254	10,3,3	0	0
673	1,25,24,0	2	0	19683	259	23,3,21	0	0
674	1,26,24,0	2	0	19683	254	2,5,3	0	0
675	1,0,25,0	1	0	19683	256	4,1,25	0	0
676	1,1,25,0	2	0	19683	253	3,21,12	0	0
677	1,2,25,0	2	0	19683	259	19,18,15	0	0
678	1,3,25,0	2	0	19683	252	14,12,6	0	0
679	1,4,25,0	2	0	19683	253	16,26,11	0	0
680	1,5,25,0	2	0	19683	254	1,26,26	0	0
681	1,6,25,0	2	0	19683	255	11,14,21	0	0
682	1,7,25,0	2	0	19683	255	19,2,13	0	0
683	1,8,25,0	2	0	19683	259	6,17,3	0	0
684	1,9,25,0	2	0	19683	256	14,25,15	0	0
685	1,10,25,0	2	0	19683	259	13,4,9	0	0
686	1,11,25,0	2	0	19683	252	10,4,17	0	0
687	1,12,25,0	2	0	19683	253	11,19,16	0	0
688	1,13,25,0	2	0	19683	254	3,3,24	0	0
689	1,14,25,0	2	0	19683	255	16,8,17	0	0
690	1,15,25,0	2	0	19683	256	24,4,22	0	0
691	1,16,25,0	2	0	19683	254	11,22,23	0	0
692	1,17,25,0	2	0	19683	269	10,15,22	0	0
693	1,18,25,0	2	0	19683	259	22,12,1	0	0
694	1,19,25,0	2	0	19683	255	3,24,6	0	0
695	1,20,25,0	2	0	19683	256	10,12,3	0	0
696	1,21,25,0	2	0	19683	259	4,25,25	0	0
697	1,22,25,0	2	0	19683	254	3,20,11	0	0
698	1,23,25,0	2	0	19683	255	6,23,20	0	0
699	1,24,25,0	2	0	19683	259	23,6,22	0	0
700	1,25,25,0	2	0	19683	252	24,25,21	0	0
701	1,26,25,0	2	0	19683	255	23,10,5	0	0
702	1,0,26,0	1	0	19683	256	8,5,6	0	0
703	1,1,26,0	2	0	19683	255	22,17,21	0	0
704	1,2,26,0	2	0	19683	254	6,2,15	0	0
705	1,3,26,0	2	0	19683	255	16,7,7	0	0
706	1,4,26,0	2	0	19683	259	21,16,8	0	0
707	1,5,26,0	2	0	19683	255	24,21,22	0	0
708	1,6,26,0	2	0	19683	254	7,25,1	0	0
709	1,7,26,0	2	0	19683	252	11,25,9	0	0
710	1,8,26,0	2	0	19683	256	1,25,18	0	0
711	1,9,26,0	2	0	19683	255	17,23,11	0	0
712	1,10,26,0	2	0	19683	253	23,2,26	0	0
713	1,11,26,0	2	0	19683	259	22,24,19	0	0
714	1,12,26,0	2	0	19683	255	12,8,23	0	0
715	1,13,26,0	2	0	19683	259	10,15,10	0	0
716	1,14,26,0	2	0	19683	252	1,16,11	0	0
717	1,15,26,0	2	0	19683	259	8,25,6	0	0
718	1,16,26,0	2	0	19683	269	1,1,19	0	0
719	1,17,26,0	2	0	19683	253	17,10,2	0	0
720	1,18,26,0	2	0	19683	252	5,15,22	0	0
721	1,19,26,0	2	0	19683	253	24,18,14	0	0
722	1,20,26,0	2	0	19683	259	12,26,17	0	0
723	1,21,26,0	2	0	19683	256	11,15,17	0	0
724	1,22,26,0	2	0	19683	259	16,6,18	0	0
725	1,23,26,0	2	0	19683	254	17,4,14	0	0
726	1,24,26,0	2	0	19683	254	2,15,13	0	0
727	1,25,26,0	2	0	19683	255	23,14,9	0	0
728	1,26,26,0	2	0	19683	256	5,16,19	0	0
729	1,0,0,1	2	0	19683	269	9,22,26	0	0
730	1,1,0,1	2	0	19683	247	18,9,8	0	0
731	1,2,0,1	2	0	19683	247	9,9,4	0	0
732	1,3,0,1	2	0	19683	258	22,17,1	0	0
733	1,4,0,1	2	0	19683	258	25,14,1	0	0
734	1,5,0,1	2	0	19683	258	20,10,1	0	0
735	1,6,0,1	2	0	19683	258	17,17,2	0	0
736	1,7,0,1	2	0	19683	258	10,10,2	0	0
737	1,8,0,1	2	0	19683	258	14,14,2	0	0
738	1,9,0,1	2	0	19683	259	11,7,16	0	0
739	1,10,0,1	2	0	19683	253	25,25,18	0	0
740	1,11,0,1	2	0	19683	255	7,12,23	0	0
741	1,12,0,1	2	0	19683	255	8,15,18	0	0
742	1,13,0,1	2	0	19683	259	12,8,9	0	0
743	1,14,0,1	2	0	19683	253	22,22,26	0	0
744	1,15,0,1	2	0	19683	255	6,11,26	0	0
745	1,16,0,1	2	0	19683	259	15,6,13	0	0
746	1,17,0,1	2	0	19683	253	20,20,23	0	0
747	1,18,0,1	2	0	19683	259	19,7,23	0	0
748	1,19,0,1	2	0	19683	255	5,12,16	0	0
749	1,20,0,1	2	0	19683	253	14,25,9	0	0
750	1,21,0,1	2	0	19683	255	3,11,13	0	0
751	1,22,0,1	2	0	19683	253	10,20,16	0	0
752	1,23,0,1	2	0	19683	259	21,6,26	0	0
753	1,24,0,1	2	0	19683	255	4,15,9	0	0
754	1,25,0,1	2	0	19683	253	17,22,13	0	0
755	1,26,0,1	2	0	19683	259	24,8,18	0	0
756	1,0,1,1	2	0	19683	247	18,20,8	0	0
757	1,1,1,1	1	1	19683	256	6,10,10	0	0
758	1,2,1,1	2	0	19683	266	11,9,12	0	0
759	1,3,1,1	2	0	19683	256	14,17,9	0	0
760	1,4,1,1	2	0	19683	256	10,14,16	0	0
761	1,5,1,1	2	0	19683	256	17,10,13	0	0
762	1,6,1,1	2	0	19683	259	2,14,14	0	0
763	1,7,1,1	2	0	19683	259	2,17,17	0	0
764	1,8,1,1	2	0	19683	259	2,10,10	0	0
765	1,9,1,1	2	0	19683	252	16,8,7	0	0
766	1,10,1,1	2	0	19683	252	18,13,21	0	0
767	1,11,1,1	2	0	19683	247	2,24,17	0	0
768	1,12,1,1	2	0	19683	247	2,21,10	0	0
769	1,13,1,1	2	0	19683	252	9,6,8	0	0
770	1,14,1,1	2	0	19683	252	26,16,19	0	0
771	1,15,1,1	2	0	19683	247	2,19,14	0	0
772	1,16,1,1	2	0	19683	252	13,7,6	0	0
773	1,17,1,1	2	0	19683	252	23,9,24	0	0
774	1,18,1,1	2	0	19683	256	1,10,3	0	0
775	1,19,1,1	2	0	19683	258	12,7,6	0	0
776	1,20,1,1	2	0	19683	255	16,18,12	0	0
777	1,21,1,1	2	0	19683	258	11,6,8	0	0
778	1,22,1,1	2	0	19683	255	13,23,11	0	0
779	1,23,1,1	2	0	19683	256	1,17,4	0	0
780	1,24,1,1	2	0	19683	258	15,8,7	0	0
781	1,25,1,1	2	0	19683	255	9,26,15	0	0
782	1,26,1,1	2	0	19683	256	1,14,5	0	0
783	1,0,2,1	2	0	19683	247	9,20,4	0	0
784	1,1,2,1	2	0	19683	266	11,1,4	0	0
785	1,2,2,1	1	1	19683	256	3,10,20	0	0
786	1,3,2,1	2	0	19683	259	1,14,25	0	0
787	1,4,2,1	2	0	19683	259	1,10,20	0	0
788	1,5,2,1	2	0	19683	259	1,17,22	0	0
789	1,6,2,1	2	0	19683	256	25,17,18	0	0
790	1,7,2,1	2	0	19683	256	22,10,26	0	0
791	1,8,2,1	2	0	19683	256	20,14,23	0	0
792	1,9,2,1	2	0	19683	256	2,10,6	0	0
793	1,10,2,1	2	0	19683	255	23,18,24	0	0
794	1,11,2,1	2	0	19683	258	24,7,3	0	0
795	1,12,2,1	2	0	19683	258	21,8,5	0	0
796	1,13,2,1	2	0	19683	256	2,14,7	0	0
797	1,14,2,1	2	0	19683	255	18,26,21	0	0
798	1,15,2,1	2	0	19683	258	19,6,4	0	0
799	1,16,2,1	2	0	19683	256	2,17,8	0	0
800	1,17,2,1	2	0	19683	255	26,23,19	0	0
801	1,18,2,1	2	0	19683	252	23,8,5	0	0
802	1,19,2,1	2	0	19683	247	1,24,22	0	0
803	1,20,2,1	2	0	19683	252	9,13,15	0	0
804	1,21,2,1	2	0	19683	247	1,19,25	0	0
805	1,22,2,1	2	0	19683	252	16,9,12	0	0
806	1,23,2,1	2	0	19683	252	26,7,3	0	0
807	1,24,2,1	2	0	19683	247	1,21,20	0	0
808	1,25,2,1	2	0	19683	252	13,16,11	0	0
809	1,26,2,1	2	0	19683	252	18,6,4	0	0
810	1,0,3,1	2	0	19683	258	20,4,0	0	0
811	1,1,3,1	2	0	19683	252	18,5,20	0	0
812	1,2,3,1	2	0	19683	255	26,9,0	0	0
813	1,3,3,1	2	0	19683	254	3,17,20	0	0
814	1,4,3,1	2	0	19683	258	8,6,24	0	0
815	1,5,3,1	2	0	19683	258	6,5,23	0	0
816	1,6,3,1	2	0	19683	255	8,1,19	0	0
817	1,7,3,1	2	0	19683	269	14,6,9	0	0
818	1,8,3,1	2	0	19683	259	3,23,15	0	0
819	1,9,3,1	2	0	19683	256	13,19,17	0	0
820	1,10,3,1	2	0	19683	253	6,6,5	0	0
821	1,11,3,1	1	0	19683	256	5,5,21	0	0
822	1,12,3,1	2	0	19683	256	3,17,17	0	0
823	1,13,3,1	2	0	19683	253	21,2,10	0	0
824	1,14,3,1	2	0	19683	256	17,1,2	0	0
825	1,15,3,1	2	0	19683	258	22,14,5	0	0
826	1,16,3,1	2	0	19683	258	15,12,16	0	0
827	1,17,3,1	2	0	19683	258	24,3,15	0	0
828	1,18,3,1	2	0	19683	253	11,8,6	0	0
829	1,19,3,1	2	0	19683	256	9,10,14	0	0
830	1,20,3,1	2	0	19683	255	22,26,23	0	0
831	1,21,3,1	2	0	19683	256	25,26,26	0	0
832	1,22,3,1	2	0	19683	259	21,6,10	0	0
833	1,23,3,1	2	0	19683	253	24,25,10	0	0
834	1,24,3,1	2	0	19683	253	2,13,22	0	0
835	1,25,3,1	2	0	19683	255	16,11,18	0	0
836	1,26,3,1	2	0	19683	252	15,23,4	0	0
837	1,0,4,1	2	0	19683	258	22,5,0	0	0
838	1,1,4,1	2	0	19683	252	23,3,22	0	0
839	1,2,4,1	2	0	19683	255	18,16,0	0	0
840	1,3,4,1	2	0	19683	258	8,3,26	0	0
841	1,4,4,1	2	0	19683	254	3,9,7	0	0
842	1,5,4,1	2	0	19683	258	7,8,19	0	0
843	1,6,4,1	2	0	19683	269	10,8,16	0	0
844	1,7,4,1	2	0	19683	259	4,26,12	0	0
845	1,8,4,1	2	0	19683	255	7,1,21	0	0
846	1,9,4,1	2	0	19683	253	24,2,17	0	0
847	1,10,4,1	2	0	19683	256	14,1,2	0	0
848	1,11,4,1	2	0	19683	256	4,14,14	0	0
849	1,12,4,1	2	0	19683	258	25,10,3	0	0
850	1,13,4,1	2	0	19683	258	12,11,13	0	0
851	1,14,4,1	2	0	19683	258	19,4,12	0	0
852	1,15,4,1	1	0	19683	256	3,3,24	0	0
853	1,16,4,1	2	0	19683	256	9,21,14	0	0
854	1,17,4,1	2	0	19683	253	8,8,3	0	0
855	1,18,4,1	2	0	19683	252	12,26,5	0	0
856	1,19,4,1	2	0	19683	253	2,9,25	0	0
857	1,20,4,1	2	0	19683	255	13,15,23	0	0
858	1,21,4,1	2	0	19683	256	16,17,10	0	0
859	1,22,4,1	2	0	19683	255	25,18,26	0	0
860	1,23,4,1	2	0	19683	253	15,7,8	0	0
861	1,24,4,1	2	0	19683	256	20,18,18	0	0
862	1,25,4,1	2	0	19683	259	24,8,17	0	0
863	1,26,4,1	2	0	19683	253	19,20,17	0	0
864	1,0,5,1	2	0	19683	258	25,3,0	0	0
865	1,1,5,1	2	0	19683	252	26,4,25	0	0
866	1,2,5,1	2	0	19683	255	23,13,0	0	0
867	1,3,5,1	2	0	19683	258	6,7,21	0	0
868	1,4,5,1	2	0	19683	258	7,4,18	0	0
869	1,5,5,1	2	0	19683	254	4,16,6	0	0
870	1,6,5,1	2	0	19683	259	5,18,11	0	0
871	1,7,5,1	2	0	19683	255	6,1,24	0	0
872	1,8,5,1	2	0	19683	269	10,0,17	0	0
873	1,9,5,1	2	0	19683	258	11,15,9	0	0
874	1,10,5,1	2	0	19683	258	21,5,11	0	0
875	1,11,5,1	2	0	19683	258	20,17,4	0	0
876	1,12,5,1	1	0	19683	256	4,4,19	0	0
877	1,13,5,1	2	0	19683	256	16,24,10	0	0
878	1,14,5,1	2	0	19683	253	7,7,4	0	0
879	1,15,5,1	2	0	19683	256	5,10,10	0	0
880	1,16,5,1	2	0	19683	253	19,2,14	0	0
881	1,17,5,1	2	0	19683	256	10,1,2	0	0
882	1,18,5,1	2	0	19683	253	21,22,14	0	0
883	1,19,5,1	2	0	19683	256	22,23,23	0	0
884	1,20,5,1	2	0	19683	259	19,7,14	0	0
885	1,21,5,1	2	0	19683	253	2,16,20	0	0
886	1,22,5,1	2	0	19683	255	9,12,26	0	0
887	1,23,5,1	2	0	19683	252	11,18,3	0	0
888	1,24,5,1	2	0	19683	256	13,14,17	0	0
889	1,25,5,1	2	0	19683	255	20,23,18	0	0
890	1,26,5,1	2	0	19683	253	12,6,7	0	0
891	1,0,6,1	2	0	19683	258	10,4,0	0	0
892	1,1,6,1	2	0	19683	255	13,9,0	0	0
893	1,2,6,1	2	0	19683	252	9,5,10	0	0
894	1,3,6,1	2	0	19683	255	4,1,11	0	0
895	1,4,6,1	2	0	19683	259	6,23,21	0	0
896	1,5,6,1	2	0	19683	269	14,26,16	0	0
897	1,6,6,1	2	0	19683	254	6,17,10	0	0
898	1,7,6,1	2	0	19683	258	3,5,16	0	0
899	1,8,6,1	2	0	19683	258	4,6,12	0	0
900	1,9,6,1	2	0	19683	253	19,8,3	0	0
901	1,10,6,1	2	0	19683	255	17,26,16	0	0
902	1,11,6,1	2	0	19683	256	18,10,25	0	0
903	1,12,6,1	2	0	19683	253	1,13,17	0	0
904	1,13,6,1	2	0	19683	252	21,23,8	0	0
905	1,14,6,1	2	0	19683	255	23,11,9	0	0
906	1,15,6,1	2	0	19683	256	14,26,13	0	0
907	1,16,6,1	2	0	19683	253	12,25,20	0	0
908	1,17,6,1	2	0	19683	259	15,6,20	0	0
909	1,18,6,1	2	0	19683	256	26,19,22	0	0
910	1,19,6,1	1	0	19683	256	7,5,15	0	0
911	1,20,6,1	2	0	19683	253	3,6,7	0	0
912	1,21,6,1	2	0	19683	258	17,14,7	0	0
913	1,22,6,1	2	0	19683	258	12,3,21	0	0
914	1,23,6,1	2	0	19683	258	21,12,23	0	0
915	1,24,6,1	2	0	19683	256	6,17,22	0	0
916	1,25,6,1	2	0	19683	256	22,1,1	0	0
917	1,26,6,1	2	0	19683	253	15,2,20	0	0
918	1,0,7,1	2	0	19683	258	14,3,0	0	0
919	1,1,7,1	2	0	19683	255	16,13,0	0	0
920	1,2,7,1	2	0	19683	252	13,4,14	0	0
921	1,3,7,1	2	0	19683	259	7,18,19	0	0
922	1,4,7,1	2	0	19683	269	10,12,20	0	0
923	1,5,7,1	2	0	19683	255	3,1,12	0	0
924	1,6,7,1	2	0	19683	258	3,7,15	0	0
925	1,7,7,1	2	0	19683	254	7,10,14	0	0
926	1,8,7,1	2	0	19683	258	5,4,9	0	0
927	1,9,7,1	2	0	19683	253	15,22,25	0	0
928	1,10,7,1	2	0	19683	259	11,7,25	0	0
929	1,11,7,1	2	0	19683	256	17,23,16	0	0
930	1,12,7,1	2	0	19683	256	26,14,22	0	0
931	1,13,7,1	2	0	19683	253	24,6,5	0	0
932	1,14,7,1	2	0	19683	255	10,23,9	0	0
933	1,15,7,1	2	0	19683	253	1,16,10	0	0
934	1,16,7,1	2	0	19683	252	19,18,6	0	0
935	1,17,7,1	2	0	19683	255	18,12,13	0	0
936	1,18,7,1	2	0	19683	258	19,15,18	0	0
937	1,19,7,1	2	0	19683	258	10,17,8	0	0
938	1,20,7,1	2	0	19683	258	15,5,19	0	0
939	1,21,7,1	2	0	19683	256	7,10,20	0	0
940	1,22,7,1	2	0	19683	256	20,1,1	0	0
941	1,23,7,1	2	0	19683	253	11,2,25	0	0
942	1,24,7,1	1	0	19683	256	8,4,11	0	0
943	1,25,7,1	2	0	19683	253	5,7,8	0	0
944	1,26,7,1	2	0	19683	256	23,24,20	0	0
945	1,0,8,1	2	0	19683	258	17,5,0	0	0
946	1,1,8,1	2	0	19683	255	9,16,0	0	0
947	1,2,8,1	2	0	19683	252	16,3,17	0	0
948	1,3,8,1	2	0	19683	269	10,18,13	0	0
949	1,4,8,1	2	0	19683	255	5,1,15	0	0
950	1,5,8,1	2	0	19683	259	8,26,24	0	0
951	1,6,8,1	2	0	19683	258	4,3,13	0	0
952	1,7,8,1	2	0	19683	258	5,8,11	0	0
953	1,8,8,1	2	0	19683	254	6,9,5	0	0
954	1,9,8,1	2	0	19683	252	24,26,7	0	0
955	1,10,8,1	2	0	19683	255	26,15,16	0	0
956	1,11,8,1	2	0	19683	253	1,9,14	0	0
957	1,12,8,1	2	0	19683	256	10,18,9	0	0
958	1,13,8,1	2	0	19683	253	11,20,22	0	0
959	1,14,8,1	2	0	19683	259	12,8,22	0	0
