qi	z3,z4,z6,z7	rank	graph_sigma	n_classes	min_n_good	argmin_z2,z5,z8	n_fallback	n_unsaturated
18472	1,4,9,25	2	0	19683	255	1,8,22	0	0
18473	1,5,9,25	2	0	19683	247	7,11,22	0	0
18474	1,6,9,25	2	0	19683	259	10,10,21	0	0
18475	1,7,9,25	2	0	19683	258	13,2,10	0	0
18476	1,8,9,25	2	0	19683	252	6,11,8	0	0
18477	1,9,9,25	2	0	19683	247	10,7,23	0	0
18478	1,10,9,25	2	0	19683	259	10,26,14	0	0
18479	1,11,9,25	2	0	19683	255	15,18,5	0	0
18480	1,12,9,25	2	0	19683	247	10,6,21	0	0
18481	1,13,9,25	1	1	19683	256	7,26,14	0	0
18482	1,14,9,25	2	0	19683	256	20,26,1	0	0
18483	1,15,9,25	2	0	19683	252	15,17,18	0	0
18484	1,16,9,25	2	0	19683	256	18,10,3	0	0
18485	1,17,9,25	2	0	19683	256	20,10,9	0	0
18486	1,18,9,25	2	0	19683	258	25,17,18	0	0
18487	1,19,9,25	2	0	19683	252	2,4,17	0	0
18488	1,20,9,25	2	0	19683	256	8,24,13	0	0
18489	1,21,9,25	2	0	19683	256	20,24,20	0	0
18490	1,22,9,25	2	0	19683	252	1,23,2	0	0
18491	1,23,9,25	2	0	19683	259	10,24,23	0	0
18492	1,24,9,25	2	0	19683	258	11,23,2	0	0
18493	1,25,9,25	2	0	19683	252	3,2,10	0	0
18494	1,26,9,25	2	0	19683	266	11,9,5	0	0
18495	1,0,10,25	2	0	19683	259	14,11,13	0	0
18496	1,1,10,25	2	0	19683	253	17,12,0	0	0
18497	1,2,10,25	2	0	19683	253	18,26,21	0	0
18498	1,3,10,25	2	0	19683	256	11,12,14	0	0
18499	1,4,10,25	2	0	19683	253	10,2,21	0	0
18500	1,5,10,25	2	0	19683	259	15,12,15	0	0
18501	1,6,10,25	2	0	19683	256	17,4,22	0	0
18502	1,7,10,25	2	0	19683	255	26,16,5	0	0
18503	1,8,10,25	2	0	19683	253	22,1,14	0	0
18504	1,9,10,25	2	0	19683	259	10,24,26	0	0
18505	1,10,10,25	2	0	19683	253	15,15,19	0	0
18506	1,11,10,25	2	0	19683	252	17,15,21	0	0
18507	1,12,10,25	2	0	19683	255	7,25,26	0	0
18508	1,13,10,25	2	0	19683	252	13,16,12	0	0
18509	1,14,10,25	2	0	19683	255	6,23,19	0	0
18510	1,15,10,25	2	0	19683	255	16,5,3	0	0
18511	1,16,10,25	2	0	19683	256	9,11,14	0	0
18512	1,17,10,25	2	0	19683	259	21,21,26	0	0
18513	1,18,10,25	2	0	19683	255	1,11,5	0	0
18514	1,19,10,25	1	0	19683	256	1,23,15	0	0
18515	1,20,10,25	2	0	19683	258	5,18,4	0	0
18516	1,21,10,25	2	0	19683	259	17,10,20	0	0
18517	1,22,10,25	2	0	19683	259	2,17,13	0	0
18518	1,23,10,25	2	0	19683	258	6,25,17	0	0
18519	1,24,10,25	2	0	19683	255	7,18,19	0	0
18520	1,25,10,25	2	0	19683	266	1,17,24	0	0
18521	1,26,10,25	2	0	19683	256	24,18,2	0	0
18522	1,0,11,25	2	0	19683	255	24,17,12	0	0
18523	1,1,11,25	2	0	19683	256	19,19,15	0	0
18524	1,2,11,25	2	0	19683	256	13,9,8	0	0
18525	1,3,11,25	2	0	19683	253	6,12,12	0	0
18526	1,4,11,25	2	0	19683	253	2,2,15	0	0
18527	1,5,11,25	2	0	19683	255	17,22,13	0	0
18528	1,6,11,25	2	0	19683	256	10,18,6	0	0
18529	1,7,11,25	2	0	19683	255	1,3,20	0	0
18530	1,8,11,25	2	0	19683	254	2,26,16	0	0
18531	1,9,11,25	2	0	19683	255	15,26,23	0	0
18532	1,10,11,25	2	0	19683	252	17,10,22	0	0
18533	1,11,11,25	2	0	19683	258	17,11,15	0	0
18534	1,12,11,25	2	0	19683	255	21,1,22	0	0
18535	1,13,11,25	2	0	19683	258	15,7,26	0	0
18536	1,14,11,25	2	0	19683	259	17,22,11	0	0
18537	1,15,11,25	2	0	19683	255	14,7,12	0	0
18538	1,16,11,25	2	0	19683	253	25,24,20	0	0
18539	1,17,11,25	2	0	19683	255	19,6,1	0	0
18540	1,18,11,25	2	0	19683	255	9,2,19	0	0
18541	1,19,11,25	2	0	19683	247	8,8,3	0	0
18542	1,20,11,25	1	0	19683	256	1,8,17	0	0
18543	1,21,11,25	2	0	19683	255	10,0,24	0	0
18544	1,22,11,25	2	0	19683	255	2,19,15	0	0
18545	1,23,11,25	2	0	19683	253	13,18,26	0	0
18546	1,24,11,25	2	0	19683	269	1,18,13	0	0
18547	1,25,11,25	2	0	19683	259	4,14,0	0	0
18548	1,26,11,25	2	0	19683	247	9,23,5	0	0
18549	1,0,12,25	2	0	19683	259	11,9,6	0	0
18550	1,1,12,25	2	0	19683	253	7,22,16	0	0
18551	1,2,12,25	2	0	19683	253	20,17,25	0	0
18552	1,3,12,25	2	0	19683	258	15,5,4	0	0
18553	1,4,12,25	1	0	19683	256	6,2,14	0	0
18554	1,5,12,25	2	0	19683	255	12,8,11	0	0
18555	1,6,12,25	2	0	19683	256	23,9,16	0	0
18556	1,7,12,25	2	0	19683	255	12,5,3	0	0
18557	1,8,12,25	2	0	19683	252	5,15,25	0	0
18558	1,9,12,25	2	0	19683	255	25,1,17	0	0
18559	1,10,12,25	2	0	19683	256	26,20,16	0	0
18560	1,11,12,25	2	0	19683	253	16,24,25	0	0
18561	1,12,12,25	2	0	19683	255	6,9,17	0	0
18562	1,13,12,25	2	0	19683	256	22,8,20	0	0
18563	1,14,12,25	2	0	19683	259	3,23,6	0	0
18564	1,15,12,25	2	0	19683	255	15,2,11	0	0
18565	1,16,12,25	2	0	19683	253	2,15,11	0	0
18566	1,17,12,25	2	0	19683	255	8,3,24	0	0
18567	1,18,12,25	2	0	19683	259	2,20,14	0	0
18568	1,19,12,25	2	0	19683	253	5,20,0	0	0
18569	1,20,12,25	2	0	19683	256	5,11,8	0	0
18570	1,21,12,25	2	0	19683	266	3,6,0	0	0
18571	1,22,12,25	2	0	19683	259	5,26,18	0	0
18572	1,23,12,25	2	0	19683	258	24,8,7	0	0
18573	1,24,12,25	2	0	19683	259	20,10,3	0	0
18574	1,25,12,25	2	0	19683	259	1,21,3	0	0
18575	1,26,12,25	2	0	19683	252	14,1,26	0	0
18576	1,0,13,25	2	0	19683	258	16,16,0	0	0
18577	1,1,13,25	2	0	19683	255	1,25,26	0	0
18578	1,2,13,25	2	0	19683	256	18,15,19	0	0
18579	1,3,13,25	2	0	19683	258	24,2,17	0	0
18580	1,4,13,25	2	0	19683	255	9,19,24	0	0
18581	1,5,13,25	2	0	19683	258	9,26,1	0	0
18582	1,6,13,25	2	0	19683	259	22,18,4	0	0
18583	1,7,13,25	2	0	19683	256	4,19,6	0	0
18584	1,8,13,25	2	0	19683	253	17,2,1	0	0
18585	1,9,13,25	1	0	19683	256	5,22,8	0	0
18586	1,10,13,25	2	0	19683	255	24,15,7	0	0
18587	1,11,13,25	2	0	19683	259	19,2,21	0	0
18588	1,12,13,25	2	0	19683	256	22,24,23	0	0
18589	1,13,13,25	2	0	19683	252	6,22,15	0	0
18590	1,14,13,25	2	0	19683	252	11,18,20	0	0
18591	1,15,13,25	2	0	19683	258	11,5,12	0	0
18592	1,16,13,25	2	0	19683	258	17,22,24	0	0
18593	1,17,13,25	2	0	19683	253	13,23,18	0	0
18594	1,18,13,25	2	0	19683	256	3,10,14	0	0
18595	1,19,13,25	2	0	19683	258	14,1,4	0	0
18596	1,20,13,25	2	0	19683	254	4,25,7	0	0
18597	1,21,13,25	2	0	19683	253	14,13,21	0	0
18598	1,22,13,25	2	0	19683	256	15,14,23	0	0
18599	1,23,13,25	2	0	19683	269	4,19,24	0	0
18600	1,24,13,25	2	0	19683	253	10,11,16	0	0
18601	1,25,13,25	2	0	19683	253	19,21,21	0	0
18602	1,26,13,25	2	0	19683	255	21,4,0	0	0
18603	1,0,14,25	2	0	19683	259	26,4,12	0	0
18604	1,1,14,25	2	0	19683	252	24,15,23	0	0
18605	1,2,14,25	1	0	19683	256	4,2,14	0	0
18606	1,3,14,25	2	0	19683	258	22,19,22	0	0
18607	1,4,14,25	2	0	19683	253	24,13,0	0	0
18608	1,5,14,25	2	0	19683	259	10,26,24	0	0
18609	1,6,14,25	2	0	19683	253	3,15,19	0	0
18610	1,7,14,25	2	0	19683	255	15,4,4	0	0
18611	1,8,14,25	2	0	19683	253	8,10,23	0	0
18612	1,9,14,25	2	0	19683	255	17,3,24	0	0
18613	1,10,14,25	2	0	19683	258	2,3,7	0	0
18614	1,11,14,25	2	0	19683	253	10,23,23	0	0
18615	1,12,14,25	2	0	19683	259	3,13,16	0	0
18616	1,13,14,25	2	0	19683	252	11,22,3	0	0
18617	1,14,14,25	2	0	19683	259	24,24,1	0	0
18618	1,15,14,25	2	0	19683	259	21,2,12	0	0
18619	1,16,14,25	2	0	19683	256	25,13,21	0	0
18620	1,17,14,25	2	0	19683	255	2,17,19	0	0
18621	1,18,14,25	2	0	19683	255	17,19,19	0	0
18622	1,19,14,25	2	0	19683	253	12,16,21	0	0
18623	1,20,14,25	2	0	19683	256	4,4,21	0	0
18624	1,21,14,25	2	0	19683	259	6,21,24	0	0
18625	1,22,14,25	2	0	19683	266	11,1,11	0	0
18626	1,23,14,25	2	0	19683	256	24,9,5	0	0
18627	1,24,14,25	2	0	19683	255	19,22,4	0	0
18628	1,25,14,25	2	0	19683	255	9,25,13	0	0
18629	1,26,14,25	2	0	19683	256	7,19,18	0	0
18630	1,0,15,25	2	0	19683	253	23,2,14	0	0
18631	1,1,15,25	2	0	19683	254	10,8,21	0	0
18632	1,2,15,25	2	0	19683	255	11,17,17	0	0
18633	1,3,15,25	2	0	19683	255	12,19,17	0	0
18634	1,4,15,25	2	0	19683	253	24,11,0	0	0
18635	1,5,15,25	2	0	19683	253	6,22,22	0	0
18636	1,6,15,25	2	0	19683	253	12,14,12	0	0
18637	1,7,15,25	2	0	19683	253	7,11,20	0	0
18638	1,8,15,25	2	0	19683	255	20,6,26	0	0
18639	1,9,15,25	2	0	19683	252	10,25,16	0	0
18640	1,10,15,25	2	0	19683	252	3,9,17	0	0
18641	1,11,15,25	2	0	19683	256	22,4,1	0	0
18642	1,12,15,25	2	0	19683	247	1,16,22	0	0
18643	1,13,15,25	2	0	19683	259	24,12,13	0	0
18644	1,14,15,25	2	0	19683	253	10,4,7	0	0
18645	1,15,15,25	1	0	19683	256	7,18,22	0	0
18646	1,16,15,25	2	0	19683	255	21,12,1	0	0
18647	1,17,15,25	2	0	19683	253	19,5,6	0	0
18648	1,18,15,25	2	0	19683	253	20,12,12	0	0
18649	1,19,15,25	2	0	19683	266	4,2,5	0	0
18650	1,20,15,25	2	0	19683	255	10,23,26	0	0
18651	1,21,15,25	2	0	19683	256	6,22,7	0	0
18652	1,22,15,25	2	0	19683	256	17,6,21	0	0
18653	1,23,15,25	2	0	19683	258	5,15,25	0	0
18654	1,24,15,25	2	0	19683	254	3,12,13	0	0
18655	1,25,15,25	2	0	19683	258	7,6,20	0	0
18656	1,26,15,25	2	0	19683	256	4,2,12	0	0
18657	1,0,16,25	2	0	19683	255	7,2,3	0	0
18658	1,1,16,25	2	0	19683	258	24,4,16	0	0
18659	1,2,16,25	2	0	19683	247	8,9,2	0	0
18660	1,3,16,25	1	0	19683	256	11,16,4	0	0
18661	1,4,16,25	2	0	19683	256	14,8,16	0	0
18662	1,5,16,25	2	0	19683	255	3,10,14	0	0
18663	1,6,16,25	2	0	19683	252	24,24,5	0	0
18664	1,7,16,25	2	0	19683	255	4,23,19	0	0
18665	1,8,16,25	2	0	19683	256	11,11,17	0	0
18666	1,9,16,25	2	0	19683	255	6,16,5	0	0
18667	1,10,16,25	2	0	19683	253	11,19,24	0	0
18668	1,11,16,25	2	0	19683	253	21,23,16	0	0
18669	1,12,16,25	2	0	19683	255	24,1,12	0	0
18670	1,13,16,25	2	0	19683	258	3,14,24	0	0
18671	1,14,16,25	2	0	19683	255	10,0,6	0	0
18672	1,15,16,25	2	0	19683	255	21,8,16	0	0
18673	1,16,16,25	2	0	19683	253	2,13,3	0	0
18674	1,17,16,25	2	0	19683	259	24,1,11	0	0
18675	1,18,16,25	2	0	19683	269	5,4,12	0	0
18676	1,19,16,25	2	0	19683	254	19,26,24	0	0
18677	1,20,16,25	2	0	19683	253	13,26,1	0	0
18678	1,21,16,25	2	0	19683	255	14,7,9	0	0
18679	1,22,16,25	2	0	19683	259	16,6,0	0	0
18680	1,23,16,25	2	0	19683	256	10,19,26	0	0
18681	1,24,16,25	2	0	19683	255	15,5,1	0	0
18682	1,25,16,25	2	0	19683	255	26,14,3	0	0
18683	1,26,16,25	2	0	19683	247	4,17,4	0	0
18684	1,0,17,25	2	0	19683	258	18,22,0	0	0
18685	1,1,17,25	2	0	19683	258	13,16,17	0	0
18686	1,2,17,25	2	0	19683	259	25,23,16	0	0
18687	1,3,17,25	2	0	19683	255	5,15,4	0	0
18688	1,4,17,25	2	0	19683	256	4,15,11	0	0
18689	1,5,17,25	2	0	19683	256	2,24,15	0	0
18690	1,6,17,25	2	0	19683	254	17,4,1	0	0
18691	1,7,17,25	1	0	19683	256	8,26,0	0	0
18692	1,8,17,25	2	0	19683	255	21,3,12	0	0
18693	1,9,17,25	2	0	19683	253	20,4,14	0	0
18694	1,10,17,25	2	0	19683	258	12,1,3	0	0
18695	1,11,17,25	2	0	19683	253	12,23,18	0	0
18696	1,12,17,25	2	0	19683	256	23,8,13	0	0
18697	1,13,17,25	2	0	19683	255	3,9,0	0	0
18698	1,14,17,25	2	0	19683	258	14,25,6	0	0
18699	1,15,17,25	2	0	19683	253	19,17,20	0	0
18700	1,16,17,25	2	0	19683	259	24,19,17	0	0
18701	1,17,17,25	2	0	19683	253	25,21,16	0	0
18702	1,18,17,25	2	0	19683	256	24,26,25	0	0
18703	1,19,17,25	2	0	19683	255	8,8,3	0	0
18704	1,20,17,25	2	0	19683	269	4,0,15	0	0
18705	1,21,17,25	2	0	19683	256	6,6,25	0	0
18706	1,22,17,25	2	0	19683	252	14,19,2	0	0
18707	1,23,17,25	2	0	19683	258	5,23,5	0	0
18708	1,24,17,25	2	0	19683	258	8,10,18	0	0
18709	1,25,17,25	2	0	19683	253	13,20,16	0	0
18710	1,26,17,25	2	0	19683	252	1,1,23	0	0
18711	1,0,18,25	2	0	19683	247	1,12,1	0	0
18712	1,1,18,25	2	0	19683	252	15,9,5	0	0
18713	1,2,18,25	2	0	19683	255	6,19,8	0	0
18714	1,3,18,25	2	0	19683	259	20,10,15	0	0
18715	1,4,18,25	2	0	19683	252	3,11,4	0	0
18716	1,5,18,25	2	0	19683	258	26,2,20	0	0
18717	1,6,18,25	2	0	19683	256	16,26,24	0	0
18718	1,7,18,25	2	0	19683	247	5,11,17	0	0
18719	1,8,18,25	2	0	19683	255	2,8,17	0	0
18720	1,9,18,25	2	0	19683	258	14,17,9	0	0
18721	1,10,18,25	2	0	19683	256	4,24,26	0	0
18722	1,11,18,25	2	0	19683	252	1,4,22	0	0
18723	1,12,18,25	2	0	19683	258	19,23,1	0	0
18724	1,13,18,25	2	0	19683	266	11,15,1	0	0
18725	1,14,18,25	2	0	19683	252	6,2,20	0	0
18726	1,15,18,25	2	0	19683	256	10,24,10	0	0
18727	1,16,18,25	2	0	19683	259	20,24,16	0	0
18728	1,17,18,25	2	0	19683	252	2,23,1	0	0
18729	1,18,18,25	2	0	19683	247	12,9,8	0	0
18730	1,19,18,25	2	0	19683	255	21,18,7	0	0
18731	1,20,18,25	2	0	19683	259	20,26,25	0	0
18732	1,21,18,25	2	0	19683	252	21,17,9	0	0
18733	1,22,18,25	2	0	19683	256	10,10,18	0	0
18734	1,23,18,25	2	0	19683	256	9,10,6	0	0
18735	1,24,18,25	2	0	19683	247	11,15,12	0	0
18736	1,25,18,25	2	0	19683	256	10,26,2	0	0
18737	1,26,18,25	1	1	19683	256	5,26,25	0	0
18738	1,0,19,25	2	0	19683	255	12,17,24	0	0
18739	1,1,19,25	2	0	19683	256	26,9,4	0	0
18740	1,2,19,25	2	0	19683	256	11,19,21	0	0
18741	1,3,19,25	2	0	19683	256	20,18,3	0	0
18742	1,4,19,25	2	0	19683	254	1,26,23	0	0
18743	1,5,19,25	2	0	19683	255	2,3,10	0	0
18744	1,6,19,25	2	0	19683	253	3,12,24	0	0
18745	1,7,19,25	2	0	19683	255	22,22,26	0	0
18746	1,8,19,25	2	0	19683	253	1,2,21	0	0
18747	1,9,19,25	2	0	19683	255	18,2,11	0	0
18748	1,10,19,25	1	0	19683	256	2,8,22	0	0
18749	1,11,19,25	2	0	19683	247	4,8,6	0	0
18750	1,12,19,25	2	0	19683	269	1,10,13	0	0
18751	1,13,19,25	2	0	19683	247	18,23,7	0	0
18752	1,14,19,25	2	0	19683	259	8,14,0	0	0
18753	1,15,19,25	2	0	19683	255	20,0,12	0	0
18754	1,16,19,25	2	0	19683	253	26,18,13	0	0
18755	1,17,19,25	2	0	19683	255	1,19,21	0	0
18756	1,18,19,25	2	0	19683	255	21,26,16	0	0
18757	1,19,19,25	2	0	19683	258	22,11,21	0	0
18758	1,20,19,25	2	0	19683	252	22,10,17	0	0
18759	1,21,19,25	2	0	19683	255	25,7,24	0	0
18760	1,22,19,25	2	0	19683	255	11,6,2	0	0
18761	1,23,19,25	2	0	19683	253	14,24,10	0	0
18762	1,24,19,25	2	0	19683	255	15,1,17	0	0
18763	1,25,19,25	2	0	19683	259	22,22,19	0	0
18764	1,26,19,25	2	0	19683	258	21,7,13	0	0
18765	1,0,20,25	2	0	19683	259	25,11,26	0	0
18766	1,1,20,25	2	0	19683	253	9,26,15	0	0
18767	1,2,20,25	2	0	19683	253	22,12,0	0	0
18768	1,3,20,25	2	0	19683	256	22,4,17	0	0
18769	1,4,20,25	2	0	19683	253	17,1,25	0	0
18770	1,5,20,25	2	0	19683	255	13,16,7	0	0
18771	1,6,20,25	2	0	19683	256	19,12,25	0	0
18772	1,7,20,25	2	0	19683	259	21,12,21	0	0
18773	1,8,20,25	2	0	19683	253	20,2,15	0	0
18774	1,9,20,25	2	0	19683	255	2,11,7	0	0
18775	1,10,20,25	2	0	19683	258	7,18,8	0	0
18776	1,11,20,25	1	0	19683	256	2,23,21	0	0
18777	1,12,20,25	2	0	19683	255	5,18,11	0	0
18778	1,13,20,25	2	0	19683	256	12,18,1	0	0
18779	1,14,20,25	2	0	19683	266	1,7,0	0	0
18780	1,15,20,25	2	0	19683	259	22,10,10	0	0
18781	1,16,20,25	2	0	19683	258	3,25,22	0	0
18782	1,17,20,25	2	0	19683	259	1,17,26	0	0
18783	1,18,20,25	2	0	19683	259	20,24,13	0	0
18784	1,19,20,25	2	0	19683	252	22,15,15	0	0
18785	1,20,20,25	2	0	19683	253	21,15,11	0	0
18786	1,21,20,25	2	0	19683	255	23,5,6	0	0
18787	1,22,20,25	2	0	19683	259	15,21,13	0	0
18788	1,23,20,25	2	0	19683	256	18,11,25	0	0
18789	1,24,20,25	2	0	19683	255	5,25,13	0	0
18790	1,25,20,25	2	0	19683	255	3,23,11	0	0
18791	1,26,20,25	2	0	19683	252	26,16,24	0	0
18792	1,0,21,25	2	0	19683	253	16,2,25	0	0
18793	1,1,21,25	2	0	19683	255	19,17,22	0	0
18794	1,2,21,25	2	0	19683	254	9,16,8	0	0
18795	1,3,21,25	2	0	19683	253	24,14,24	0	0
18796	1,4,21,25	2	0	19683	255	10,6,13	0	0
18797	1,5,21,25	2	0	19683	253	5,11,10	0	0
18798	1,6,21,25	2	0	19683	255	24,19,22	0	0
18799	1,7,21,25	2	0	19683	253	3,22,17	0	0
18800	1,8,21,25	2	0	19683	253	12,11,0	0	0
18801	1,9,21,25	2	0	19683	253	10,12,24	0	0
18802	1,10,21,25	2	0	19683	255	20,23,13	0	0
18803	1,11,21,25	2	0	19683	266	4,1,2	0	0
18804	1,12,21,25	2	0	19683	254	6,12,26	0	0
18805	1,13,21,25	2	0	19683	256	8,2,24	0	0
18806	1,14,21,25	2	0	19683	258	5,6,10	0	0
18807	1,15,21,25	2	0	19683	256	3,22,5	0	0
18808	1,16,21,25	2	0	19683	258	7,15,14	0	0
18809	1,17,21,25	2	0	19683	256	22,6,15	0	0
18810	1,18,21,25	2	0	19683	252	20,25,23	0	0
18811	1,19,21,25	2	0	19683	256	17,4,2	0	0
18812	1,20,21,25	2	0	19683	252	6,9,22	0	0
18813	1,21,21,25	1	0	19683	256	5,18,17	0	0
18814	1,22,21,25	2	0	19683	253	11,5,3	0	0
18815	1,23,21,25	2	0	19683	255	15,12,2	0	0
18816	1,24,21,25	2	0	19683	247	2,16,17	0	0
18817	1,25,21,25	2	0	19683	253	20,4,5	0	0
18818	1,26,21,25	2	0	19683	259	12,12,26	0	0
18819	1,0,22,25	2	0	19683	258	9,22,0	0	0
18820	1,1,22,25	2	0	19683	259	14,23,23	0	0
18821	1,2,22,25	2	0	19683	258	26,16,22	0	0
18822	1,3,22,25	2	0	19683	254	12,26,16	0	0
18823	1,4,22,25	2	0	19683	255	15,3,24	0	0
18824	1,5,22,25	1	0	19683	256	4,26,0	0	0
18825	1,6,22,25	2	0	19683	255	7,15,8	0	0
18826	1,7,22,25	2	0	19683	256	1,24,21	0	0
18827	1,8,22,25	2	0	19683	256	8,15,19	0	0
18828	1,9,22,25	2	0	19683	256	12,26,14	0	0
18829	1,10,22,25	2	0	19683	269	4,3,14	0	0
18830	1,11,22,25	2	0	19683	255	4,8,6	0	0
18831	1,12,22,25	2	0	19683	258	4,10,9	0	0
18832	1,13,22,25	2	0	19683	252	2,1,16	0	0
18833	1,14,22,25	2	0	19683	253	26,20,23	0	0
18834	1,15,22,25	2	0	19683	256	3,6,14	0	0
18835	1,16,22,25	2	0	19683	258	7,23,7	0	0
18836	1,17,22,25	2	0	19683	252	25,19,1	0	0
18837	1,18,22,25	2	0	19683	253	10,4,25	0	0
18838	1,19,22,25	2	0	19683	253	24,23,9	0	0
18839	1,20,22,25	2	0	19683	258	24,1,6	0	0
18840	1,21,22,25	2	0	19683	253	11,17,10	0	0
18841	1,22,22,25	2	0	19683	253	14,21,23	0	0
18842	1,23,22,25	2	0	19683	259	12,19,22	0	0
18843	1,24,22,25	2	0	19683	256	16,8,26	0	0
18844	1,25,22,25	2	0	19683	258	25,25,3	0	0
18845	1,26,22,25	2	0	19683	255	6,9,0	0	0
18846	1,0,23,25	2	0	19683	255	5,2,6	0	0
18847	1,1,23,25	2	0	19683	247	4,9,1	0	0
18848	1,2,23,25	2	0	19683	258	12,4,23	0	0
18849	1,3,23,25	2	0	19683	252	12,24,7	0	0
18850	1,4,23,25	2	0	19683	256	19,11,22	0	0
18851	1,5,23,25	2	0	19683	255	8,23,11	0	0
18852	1,6,23,25	1	0	19683	256	19,16,8	0	0
18853	1,7,23,25	2	0	19683	255	6,10,25	0	0
18854	1,8,23,25	2	0	19683	256	25,8,23	0	0
18855	1,9,23,25	2	0	19683	269	5,22,15	0	0
18856	1,10,23,25	2	0	19683	253	26,26,2	0	0
18857	1,11,23,25	2	0	19683	254	11,26,12	0	0
18858	1,12,23,25	2	0	19683	255	21,5,2	0	0
18859	1,13,23,25	2	0	19683	247	8,17,8	0	0
18860	1,14,23,25	2	0	19683	255	13,14,6	0	0
18861	1,15,23,25	2	0	19683	255	25,7,18	0	0
18862	1,16,23,25	2	0	19683	256	20,19,13	0	0
18863	1,17,23,25	2	0	19683	259	23,6,0	0	0
18864	1,18,23,25	2	0	19683	255	3,16,7	0	0
18865	1,19,23,25	2	0	19683	253	15,23,23	0	0
18866	1,20,23,25	2	0	19683	253	19,19,12	0	0
18867	1,21,23,25	2	0	19683	255	15,8,23	0	0
18868	1,22,23,25	2	0	19683	259	12,1,19	0	0
18869	1,23,23,25	2	0	19683	253	1,13,6	0	0
18870	1,24,23,25	2	0	19683	255	12,1,24	0	0
18871	1,25,23,25	2	0	19683	255	20,0,3	0	0
18872	1,26,23,25	2	0	19683	258	6,14,12	0	0
18873	1,0,24,25	2	0	19683	259	19,9,3	0	0
18874	1,1,24,25	2	0	19683	253	10,17,14	0	0
18875	1,2,24,25	2	0	19683	253	5,22,23	0	0
18876	1,3,24,25	2	0	19683	256	16,9,23	0	0
18877	1,4,24,25	2	0	19683	252	7,15,14	0	0
18878	1,5,24,25	2	0	19683	255	24,5,6	0	0
18879	1,6,24,25	2	0	19683	258	21,5,8	0	0
18880	1,7,24,25	2	0	19683	255	24,8,19	0	0
18881	1,8,24,25	1	0	19683	256	3,2,25	0	0
18882	1,9,24,25	2	0	19683	259	1,20,25	0	0
18883	1,10,24,25	2	0	19683	256	7,11,4	0	0
18884	1,11,24,25	2	0	19683	253	7,20,0	0	0
18885	1,12,24,25	2	0	19683	259	10,10,6	0	0
18886	1,13,24,25	2	0	19683	252	25,1,13	0	0
18887	1,14,24,25	2	0	19683	259	2,21,6	0	0
18888	1,15,24,25	2	0	19683	266	3,23,26	0	0
18889	1,16,24,25	2	0	19683	258	12,8,5	0	0
18890	1,17,24,25	2	0	19683	259	7,26,9	0	0
18891	1,18,24,25	2	0	19683	255	14,1,22	0	0
18892	1,19,24,25	2	0	19683	253	23,24,14	0	0
18893	1,20,24,25	2	0	19683	256	13,20,23	0	0
18894	1,21,24,25	2	0	19683	255	21,2,19	0	0
18895	1,22,24,25	2	0	19683	255	4,3,12	0	0
18896	1,23,24,25	2	0	19683	253	1,15,19	0	0
18897	1,24,24,25	2	0	19683	255	3,9,22	0	0
18898	1,25,24,25	2	0	19683	259	6,23,3	0	0
18899	1,26,24,25	2	0	19683	256	17,8,10	0	0
18900	1,0,25,25	2	0	19683	259	13,4,24	0	0
18901	1,1,25,25	1	0	19683	256	8,2,25	0	0
18902	1,2,25,25	2	0	19683	252	12,15,16	0	0
18903	1,3,25,25	2	0	19683	253	6,15,11	0	0
18904	1,4,25,25	2	0	19683	253	4,10,16	0	0
18905	1,5,25,25	2	0	19683	255	21,4,8	0	0
18906	1,6,25,25	2	0	19683	258	17,19,17	0	0
18907	1,7,25,25	2	0	19683	259	20,26,12	0	0
18908	1,8,25,25	2	0	19683	253	12,13,0	0	0
18909	1,9,25,25	2	0	19683	255	22,19,11	0	0
18910	1,10,25,25	2	0	19683	256	8,4,15	0	0
18911	1,11,25,25	2	0	19683	253	24,16,15	0	0
18912	1,12,25,25	2	0	19683	255	11,22,8	0	0
18913	1,13,25,25	2	0	19683	256	5,19,9	0	0
18914	1,14,25,25	2	0	19683	255	18,25,26	0	0
18915	1,15,25,25	2	0	19683	259	3,21,12	0	0
18916	1,16,25,25	2	0	19683	256	12,9,7	0	0
18917	1,17,25,25	2	0	19683	266	11,17,15	0	0
18918	1,18,25,25	2	0	19683	255	22,3,12	0	0
18919	1,19,25,25	2	0	19683	253	20,23,16	0	0
18920	1,20,25,25	2	0	19683	258	1,3,5	0	0
18921	1,21,25,25	2	0	19683	259	15,2,24	0	0
18922	1,22,25,25	2	0	19683	255	1,17,11	0	0
18923	1,23,25,25	2	0	19683	256	14,13,15	0	0
18924	1,24,25,25	2	0	19683	259	6,13,23	0	0
18925	1,25,25,25	2	0	19683	259	12,24,2	0	0
18926	1,26,25,25	2	0	19683	252	19,22,6	0	0
18927	1,0,26,25	2	0	19683	258	23,16,0	0	0
18928	1,1,26,25	2	0	19683	256	9,15,11	0	0
18929	1,2,26,25	2	0	19683	255	2,25,13	0	0
18930	1,3,26,25	2	0	19683	259	17,18,8	0	0
18931	1,4,26,25	2	0	19683	253	22,2,2	0	0
18932	1,5,26,25	2	0	19683	256	8,19,3	0	0
18933	1,6,26,25	2	0	19683	258	12,2,22	0	0
18934	1,7,26,25	2	0	19683	258	18,26,2	0	0
18935	1,8,26,25	2	0	19683	255	18,19,12	0	0
